
--- stderr ---
import time: self [us] | cumulative | imported package
import time:      1399 |       1399 |                                 _heapq
import time:        97 |       1495 |                               heapq
import time:       408 |       1903 |                             difflib
import time:      1393 |       3295 |                           unittest.case
import time:       133 |        133 |                           unittest.suite
import time:       428 |        428 |                           unittest.loader
import time:        62 |         62 |                               unittest.signals
import time:       354 |        416 |                             unittest.runner
import time:       314 |        729 |                           unittest.main
import time:      2114 |       6987 |                         unittest
import time:       150 |       7136 |                       pyparsing.testing
import time:      1464 |       1464 |                       pyparsing.common
import time:       938 |      15645 |                     pyparsing
import time:       150 |      15794 |                   matplotlib._fontconfig_pattern
import time:       198 |        198 |                   matplotlib._enums
import time:       885 |      33520 |                 matplotlib.rcsetup
import time:      1971 |       1971 |                 matplotlib.ft2font
import time:        85 |         85 |                 dateutil._version
import time:        87 |         87 |                   kiwisolver.exceptions
import time:      1590 |       1676 |                 kiwisolver._cext
import time:      2103 |       2103 |                   numpy.ma.core
import time:       979 |        979 |                   numpy.ma.extras
import time:       274 |       3356 |                 numpy.ma
import time:       970 |        970 |                     matplotlib.artist
import time:       459 |       1428 |                   matplotlib.colorizer
import time:       377 |        377 |                   matplotlib._cm_listed
import time:       249 |        249 |                   matplotlib._cm_multivar
import time:       323 |        323 |                   matplotlib._cm_bivar
import time:      1781 |       4157 |                 matplotlib.cm
import time:      2935 |      50276 |               matplotlib
import time:         7 |      50283 |             matplotlib.colors
import time:        73 |         73 |                     matplotlib._pylab_helpers
import time:       397 |        469 |                   matplotlib.backend_tools
import time:        54 |         54 |                           xml.parsers
import time:        93 |        146 |                         xml.parsers.expat
import time:       661 |        806 |                       plistlib
import time:       298 |        298 |                         matplotlib._mathtext_data
import time:       330 |        628 |                       matplotlib._afm
import time:      1618 |       3051 |                     matplotlib.font_manager
import time:       134 |        134 |                       matplotlib.hatch
import time:       220 |        220 |                         matplotlib.markers
import time:      1983 |       2202 |                       matplotlib.lines
import time:      7659 |       9994 |                     matplotlib.patches
import time:       492 |        492 |                       matplotlib._text_helpers
import time:       477 |        477 |                       matplotlib.dviread
import time:      1077 |       1077 |                         matplotlib._mathtext
import time:       337 |       1414 |                       matplotlib.mathtext
import time:       117 |        117 |                       matplotlib.texmanager
import time:       278 |       2777 |                     matplotlib.textpath
import time:      2677 |      18497 |                   matplotlib.text
import time:        73 |         73 |                   matplotlib._tight_bbox
import time:      6782 |       6782 |                     matplotlib.collections
import time:      1008 |       7790 |                   matplotlib.widgets
import time:       112 |        112 |                   matplotlib.backend_managers
import time:       104 |        104 |                       matplotlib._layoutgrid
import time:       117 |        221 |                     matplotlib._constrained_layout
import time:        79 |         79 |                     matplotlib._tight_layout
import time:       243 |        542 |                   matplotlib.layout_engine
import time:       834 |      28315 |                 matplotlib.backend_bases
import time:      2203 |      30518 |               matplotlib.image
import time:      2624 |       2624 |                 matplotlib.style.core
import time:       124 |       2747 |               matplotlib.style
import time:        52 |         52 |                 matplotlib._blocking_input
import time:      2829 |       2829 |                       matplotlib.offsetbox
import time:       138 |        138 |                         matplotlib.units
import time:      2482 |       2620 |                       matplotlib.axis
import time:       157 |        157 |                       matplotlib.gridspec
import time:       515 |        515 |                       matplotlib.spines
import time:      1375 |       1375 |                       matplotlib.table
import time:      1948 |       9441 |                     matplotlib.axes._base
import time:       433 |        433 |                             six
import time:        80 |         80 |                             dateutil._common
import time:        23 |         23 |                               six.moves
import time:       106 |        106 |                               dateutil.tz._common
import time:        90 |         90 |                               dateutil.tz._factories
import time:         9 |          9 |                                 six.moves.winreg
import time:       140 |        148 |                               dateutil.tz.win
import time:       594 |        958 |                             dateutil.tz.tz
import time:       845 |       2315 |                           dateutil.parser._parser
import time:       137 |        137 |                           dateutil.parser.isoparser
import time:       308 |       2759 |                         dateutil.parser
import time:       118 |       2877 |                       matplotlib.category
import time:      1100 |       1100 |                       matplotlib.contour
import time:       278 |        278 |                         dateutil.rrule
import time:       525 |        802 |                       matplotlib.dates
import time:       342 |        342 |                       matplotlib.inset
import time:        87 |         87 |                         matplotlib.container
import time:       247 |        247 |                         matplotlib.legend_handler
import time:      1048 |       1380 |                       matplotlib.legend
import time:       153 |        153 |                       matplotlib.mlab
import time:      1509 |       1509 |                       matplotlib.quiver
import time:        76 |         76 |                       matplotlib.stackplot
import time:       159 |        159 |                       matplotlib.streamplot
import time:       154 |        154 |                         matplotlib.tri._triangulation
import time:       737 |        737 |                         matplotlib.tri._tricontour
import time:       111 |        111 |                         matplotlib.tri._trifinder
import time:        76 |         76 |                           matplotlib.tri._tritools
import time:       365 |        440 |                         matplotlib.tri._triinterpolate
import time:       387 |        387 |                         matplotlib.tri._tripcolor
import time:        62 |         62 |                         matplotlib.tri._triplot
import time:        87 |         87 |                         matplotlib.tri._trirefine
import time:       603 |       2579 |                       matplotlib.tri
import time:      1023 |       1023 |                       matplotlib.axes._secondary_axes
import time:      6034 |      18028 |                     matplotlib.axes._axes
import time:       770 |      28238 |                   matplotlib.axes
import time:      3166 |       3166 |                   matplotlib.projections.geo
import time:      2479 |       2479 |                   matplotlib.projections.polar
import time:        57 |         57 |                     mpl_toolkits
import time:        76 |         76 |                         mpl_toolkits.mplot3d.proj3d
import time:      3843 |       3919 |                       mpl_toolkits.mplot3d.art3d
import time:      1657 |       1657 |                       mpl_toolkits.mplot3d.axis3d
import time:      2569 |       8144 |                     mpl_toolkits.mplot3d.axes3d
import time:       419 |       8619 |                   mpl_toolkits.mplot3d
import time:       334 |      42834 |                 matplotlib.projections
import time:       690 |        690 |                 matplotlib.colorbar
import time:      1816 |      45391 |               matplotlib.figure
import time:      3493 |      82148 |             matplotlib.pyplot
import time:      3308 |     136012 |           pyvista.plotting.colors
import time:       388 |        388 |           pyvista.plotting.opts
import time:       508 |     136906 |         pyvista.plotting._property
import time:       204 |        204 |               pyvista.plotting.prop3d
import time:       221 |        425 |             pyvista.plotting.actor
import time:        90 |         90 |                   xml.dom.domreg
import time:       201 |        291 |                 xml.dom
import time:        74 |         74 |                 xml.dom.minicompat
import time:        56 |         56 |                   xml.dom.NodeFilter
import time:       170 |        225 |                 xml.dom.xmlbuilder
import time:       580 |       1169 |               xml.dom.minidom
import time:       474 |        474 |               pyvista.plotting.helpers
import time:       214 |       1856 |             pyvista.plotting.camera
import time:      1619 |       1619 |                 matplotlib.backends._backend_agg
import time:       249 |       1867 |               matplotlib.backends.backend_agg
import time:      3329 |       3329 |               vtkmodules.vtkFiltersGeneral
import time:      2293 |       2293 |               vtkmodules.vtkPythonContext2D
import time:     11187 |      18675 |             pyvista.plotting.charts
import time:        96 |         96 |             pyvista.plotting.errors
import time:       253 |        253 |                 pyvista.plotting.tools
import time:       199 |        451 |               pyvista.plotting._plotting
import time:       231 |        231 |               pyvista.plotting.lookup_table
import time:      2339 |       2339 |                     vtkmodules.vtkFiltersPython
import time:       457 |       2796 |                   pyvista.plotting.utilities.algorithms
import time:        68 |         68 |                   pyvista.plotting.utilities.cubemap
import time:        61 |         61 |                   pyvista.plotting.utilities.gl_checks
import time:       101 |        101 |                   pyvista.plotting.utilities.regression
import time:        96 |         96 |                   pyvista.plotting.utilities.sphinx_gallery
import time:       405 |       3524 |                 pyvista.plotting.utilities
import time:         7 |       3531 |               pyvista.plotting.utilities.algorithms
import time:      2749 |       2749 |               vtkmodules.vtkImagingCore
import time:      2301 |       2301 |               vtkmodules.vtkImagingMath
import time:      2566 |       2566 |                 vtkmodules.vtkIOCore
import time:      3230 |       3230 |                 vtkmodules.vtkIOImage
import time:      2411 |       2411 |                 vtkmodules.vtkRenderingHyperTreeGrid
import time:      2373 |       2373 |                 vtkmodules.vtkRenderingUI
import time:      3638 |      14216 |               vtkmodules.vtkRenderingOpenGL2
import time:      9397 |      32874 |             pyvista.plotting.mapper
import time:       112 |        112 |             pyvista.plotting.prop_collection
import time:       126 |        126 |             pyvista.plotting.render_passes
import time:      1593 |      55753 |           pyvista.plotting.renderer
import time:       890 |      56643 |         pyvista.plotting._typing
import time:        98 |         98 |         pyvista.plotting.actor_properties
import time:       169 |        169 |         pyvista.plotting.affine_widget
import time:      4380 |       4380 |           pyvista.plotting.axes_actor
import time:       186 |       4566 |         pyvista.plotting.axes
import time:       130 |        130 |               pyvista.plotting.interactor_style_registry
import time:       230 |        230 |               pyvista.plotting.theme_registry
import time:       705 |       1063 |             pyvista.plotting.themes
import time:       804 |       1867 |           pyvista.plotting.text
import time:       687 |       2554 |         pyvista.plotting.axes_assembly
import time:       238 |        238 |         pyvista.plotting.component_registry
import time:       198 |        198 |         pyvista.plotting.composite_mapper
import time:       166 |        166 |         pyvista.plotting.cube_axes_actor
import time:       122 |        122 |         pyvista.plotting.follower
import time:       203 |        203 |         pyvista.plotting.lights
import time:       355 |        355 |         pyvista.plotting.picking
import time:      3405 |       3405 |           pyvista.plotting.render_window_interactor
import time:        93 |         93 |             pyvista.plotting.background_renderer
import time:       197 |        289 |           pyvista.plotting.renderers
import time:       145 |        145 |           pyvista.plotting.scalar_bars
import time:       194 |        194 |           pyvista.plotting.texture
import time:        92 |         92 |           pyvista.plotting.volume
import time:       539 |        539 |           pyvista.plotting.volume_property
import time:       453 |        453 |           pyvista.plotting.widgets
import time:      1963 |       7077 |         pyvista.plotting.plotter
import time:      2414 |     231963 |       pyvista.plotting
import time:      6498 |       6498 |         PySide6.QtOpenGL
import time:     22460 |      28958 |       qtpy.QtGui
import time:      2389 |       2389 |         PySide6.QtOpenGLWidgets
import time:      8879 |      11268 |       qtpy.QtWidgets
import time:       105 |        105 |       pyvistaqt.counter
import time:       170 |        170 |       pyvistaqt.dialog
import time:       101 |        101 |       pyvistaqt.editor
import time:        66 |         66 |         vtkmodules.qt
import time:       284 |        349 |       pyvistaqt.rwi
import time:        62 |         62 |       pyvistaqt.utils
import time:        75 |         75 |       pyvistaqt.window
import time:      1168 |     411113 |     pyvistaqt.plotting
import time:      1048 |     439218 |   pyvistaqt
import time:        69 |         69 |     _qt
import time:        79 |         79 |     _qt.styles
import time:       171 |        318 |   _qt.icons
import time:        51 |         51 |     _qt.panels
import time:       268 |        319 |   _qt.panels.appearance
import time:       171 |        171 |             scipy.__config__
import time:        49 |         49 |             scipy.version
import time:        13 |         13 |               scipy._distributor_init_local
import time:        98 |        110 |             scipy._distributor_init
import time:        29 |         29 |                 cython
import time:       274 |        274 |                 _sysconfigdata__darwin_darwin
import time:       105 |        105 |                 _osx_support
import time:       675 |       1082 |               scipy._lib._testutils
import time:       120 |       1202 |             scipy._lib
import time:       590 |        590 |             scipy._lib._pep440
import time:      2066 |       2066 |                 scipy._cyutility
import time:      2142 |       4207 |               scipy._lib._ccallback_c
import time:       102 |       4309 |             scipy._lib._ccallback
import time:       314 |       6742 |           scipy
import time:       103 |        103 |           numba._version
import time:        49 |         49 |             numba.misc
import time:       158 |        207 |           numba.misc.init_utils
import time:        52 |         52 |           numba.core
import time:       127 |        127 |               yaml.error
import time:       114 |        114 |               yaml.tokens
import time:       150 |        150 |               yaml.events
import time:        66 |         66 |               yaml.nodes
import time:      1709 |       1709 |                 yaml.reader
import time:       166 |        166 |                 yaml.scanner
import time:       106 |        106 |                 yaml.parser
import time:        73 |         73 |                 yaml.composer
import time:       361 |        361 |                 yaml.constructor
import time:       500 |        500 |                 yaml.resolver
import time:       573 |       3485 |               yaml.loader
import time:       151 |        151 |                 yaml.emitter
import time:       100 |        100 |                 yaml.serializer
import time:       122 |        122 |                 yaml.representer
import time:       317 |        689 |               yaml.dumper
import time:      2088 |       2088 |                 yaml._yaml
import time:       150 |       2237 |               yaml.cyaml
import time:       429 |       7293 |             yaml
import time:        72 |         72 |                 llvmlite._version
import time:       119 |        190 |               llvmlite
import time:        50 |         50 |                   llvmlite.binding.common
import time:        45 |         45 |                   llvmlite.utils
import time:       499 |        594 |                 llvmlite.binding.ffi
import time:        45 |         45 |                     importlib.resources._itertools
import time:      1031 |       1076 |                   importlib.resources.readers
import time:       101 |       1177 |                 importlib.readers
import time:      5212 |       6982 |               llvmlite.binding.dylib
import time:        62 |         62 |                   llvmlite.binding.initfini
import time:        84 |         84 |                   llvmlite.binding.config
import time:       350 |        495 |                 llvmlite.binding.targets
import time:       101 |        101 |                 llvmlite.binding.object_file
import time:      2189 |       2784 |               llvmlite.binding.executionengine
import time:        58 |         58 |               llvmlite.binding.linker
import time:        82 |         82 |                         llvmlite.ir._utils
import time:       368 |        449 |                       llvmlite.ir.types
import time:       465 |        465 |                       llvmlite.ir.values
import time:        56 |         56 |                         llvmlite.ir.context
import time:        98 |        154 |                       llvmlite.ir.module
import time:       423 |        423 |                         llvmlite.ir.instructions
import time:       232 |        654 |                       llvmlite.ir.builder
import time:        78 |         78 |                       llvmlite.ir.transforms
import time:       580 |       2380 |                     llvmlite.ir
import time:       248 |       2627 |                   llvmlite.binding.typeref
import time:       522 |       3149 |                 llvmlite.binding.value
import time:        77 |         77 |                 llvmlite.binding.context
import time:       629 |       3854 |               llvmlite.binding.module
import time:        56 |         56 |               llvmlite.binding.options
import time:       475 |        475 |               llvmlite.binding.newpassmanagers
import time:        69 |         69 |               llvmlite.binding.analysis
import time:       128 |        128 |               llvmlite.binding.orcjit
import time:       643 |      15235 |             llvmlite.binding
import time:       344 |      22872 |           numba.core.config
import time:        21 |         21 |                 gc
import time:       111 |        131 |               timeit
import time:       506 |        636 |             numba.core.utils
import time:       412 |        412 |             numba.core.types.abstract
import time:        33 |         33 |                   colorama
import time:       481 |        513 |                 numba.core.errors
import time:       193 |        706 |               numba.core.types.common
import time:       140 |        140 |                   numba.core.typeconv.castgraph
import time:       102 |        242 |                 numba.core.typeconv
import time:        74 |         74 |                   numba.core.consts
import time:       570 |        644 |                 numba.core.ir
import time:       737 |       1621 |               numba.core.types.misc
import time:       579 |       2905 |             numba.core.types.containers
import time:       395 |        395 |             numba.core.types.functions
import time:       105 |        105 |             numba.core.types.iterators
import time:       283 |        283 |             numba.core.types.npytypes
import time:        52 |         52 |               numba.np
import time:       117 |        117 |               numba.np.npdatetime_helpers
import time:       216 |        384 |             numba.core.types.scalars
import time:       115 |        115 |             numba.core.types.function_type
import time:       685 |       5916 |           numba.core.types
import time:      2093 |       2093 |                       numba.core.typeconv._typeconv
import time:        83 |       2176 |                     numba.core.typeconv.typeconv
import time:      2172 |       4347 |                   numba.core.typeconv.rules
import time:       122 |        122 |                     numba.core.targetconfig
import time:       133 |        133 |                     numba.core.cpu_options
import time:       388 |        642 |                   numba.core.typing.templates
import time:      2215 |       2215 |                             numpy.random._common
import time:       137 |        137 |                               hmac
import time:       139 |        275 |                             secrets
import time:      2127 |       4617 |                           numpy.random.bit_generator
import time:      2113 |       6730 |                         numpy.random._bounded_integers
import time:      2100 |       2100 |                             numpy.random._pcg64
import time:      2470 |       4569 |                           numpy.random._generator
import time:      2135 |       2135 |                           numpy.random._mt19937
import time:      2123 |       2123 |                           numpy.random._philox
import time:      2112 |       2112 |                           numpy.random._sfc64
import time:      2507 |       2507 |                           numpy.random.mtrand
import time:       122 |      13565 |                         numpy.random._pickle
import time:       156 |      20449 |                       numpy.random
import time:         7 |      20455 |                     numpy.random.bit_generator
import time:        98 |         98 |                               numba.core.datamodel.manager
import time:       101 |        101 |                               numba.core.datamodel.packer
import time:        49 |         49 |                               numba.core.datamodel.registry
import time:       559 |        559 |                               numba.core.datamodel.models
import time:       315 |       1120 |                             numba.core.datamodel
import time:         9 |       1129 |                           numba.core.datamodel.models
import time:       154 |       1283 |                         numba.core.debuginfo
import time:       351 |       1634 |                       numba.core.cgutils
import time:       633 |       2266 |                     numba.np.numpy_support
import time:        95 |         95 |                         numpy.polynomial.polyutils
import time:       192 |        192 |                         numpy.polynomial._polybase
import time:       373 |        659 |                       numpy.polynomial.chebyshev
import time:       129 |        129 |                       numpy.polynomial.hermite
import time:       106 |        106 |                       numpy.polynomial.hermite_e
import time:       139 |        139 |                       numpy.polynomial.laguerre
import time:       124 |        124 |                       numpy.polynomial.legendre
import time:       133 |        133 |                       numpy.polynomial.polynomial
import time:       953 |       2240 |                     numpy.polynomial
import time:       246 |      25205 |                   numba.core.typing.typeof
import time:       393 |      30586 |                 numba.core.typing.context
import time:       155 |      30741 |               numba.core.typing
import time:         9 |      30749 |             numba.core.typing.typeof
import time:        98 |         98 |             numba.core.typing.asnumbatype
import time:       122 |      30969 |           numba.misc.special
import time:        50 |         50 |               numba.stencils
import time:       195 |        195 |                   numba.core.imputils
import time:      2370 |       2370 |                     numba._helperlib
import time:       139 |        139 |                         numba.core.itanium_mangler
import time:       106 |        244 |                       numba.core.funcdesc
import time:       171 |        171 |                       numba.core.generators
import time:        70 |         70 |                       numba.core.removerefctpass
import time:      2193 |       2193 |                         numba._dynfunc
import time:        79 |       2272 |                       numba.core.environment
import time:       264 |        264 |                         numba.core.controlflow
import time:       345 |        609 |                       numba.core.analysis
import time:        84 |         84 |                       numba.misc.firstlinefinder
import time:       106 |        106 |                           coverage.version
import time:       255 |        255 |                             coverage.env
import time:       144 |        144 |                                 coverage.exceptions
import time:       249 |        249 |                                   coverage.types
import time:       336 |        585 |                                 coverage.misc
import time:       576 |       1304 |                               coverage.files
import time:       369 |        369 |                               coverage.plugin
import time:       515 |        515 |                                 coverage.results
import time:       185 |        699 |                               coverage.report_core
import time:       379 |       2749 |                             coverage.annotate
import time:       601 |        601 |                                   configparser
import time:        62 |         62 |                                           tomllib._types
import time:      1355 |       1417 |                                         tomllib._re
import time:       486 |       1902 |                                       tomllib._parser
import time:       494 |       2395 |                                     tomllib
import time:       173 |       2568 |                                   coverage.tomlconfig
import time:       359 |       3527 |                                 coverage.config
import time:        66 |         66 |                                 coverage.disposition
import time:       209 |        209 |                                 coverage.pytracer
import time:       145 |        145 |                                   coverage.bytecode
import time:       262 |        262 |                                   coverage.debug
import time:        80 |         80 |                                     coverage.phystokens
import time:       735 |        814 |                                   coverage.parser
import time:       571 |       1791 |                                 coverage.sysmon
import time:      2406 |       2406 |                                 coverage.tracer
import time:       365 |       8361 |                               coverage.core
import time:       153 |        153 |                                 glob
import time:      2704 |       2704 |                                       _sqlite3
import time:       149 |       2853 |                                     sqlite3.dbapi2
import time:       166 |       3018 |                                   sqlite3
import time:        97 |         97 |                                   coverage.numbits
import time:       113 |        113 |                                   coverage.sqlitedb
import time:       433 |       3660 |                                 coverage.sqldata
import time:       275 |       4087 |                               coverage.data
import time:       220 |      12668 |                             coverage.collector
import time:        59 |         59 |                             coverage.context
import time:       146 |        146 |                               coverage.templite
import time:       969 |       1115 |                             coverage.html
import time:       175 |        175 |                                 coverage.regions
import time:       238 |        412 |                               coverage.python
import time:       324 |        736 |                             coverage.inorout
import time:        93 |         93 |                             coverage.jsonreport
import time:        80 |         80 |                             coverage.lcovreport
import time:       196 |        196 |                                   multiprocessing.process
import time:       122 |        122 |                                   multiprocessing.reduction
import time:       346 |        663 |                                 multiprocessing.context
import time:       100 |        762 |                               multiprocessing
import time:        82 |        844 |                             coverage.multiproc
import time:        73 |         73 |                             coverage.patch
import time:       126 |        126 |                             coverage.plugin_support
import time:        99 |         99 |                             coverage.report
import time:       238 |        238 |                             coverage.xmlreport
import time:      1014 |      20142 |                           coverage.control
import time:       280 |      20527 |                         coverage
import time:       854 |      21381 |                       numba.misc.coverage_support
import time:       565 |      25392 |                     numba.core.lowering
import time:       330 |        330 |                         numba.cloudpickle.cloudpickle
import time:       244 |        573 |                       numba.cloudpickle
import time:       154 |        726 |                     numba.core.serialize
import time:       921 |      29407 |                   numba.core.pythonapi
import time:       508 |      30109 |                 numba.core.extending
import time:       190 |        190 |                   numba.core.transforms
import time:       121 |        311 |                 numba.core.postproc
import time:        93 |         93 |                   numba.core.rewrites.registry
import time:       113 |        113 |                   numba.core.rewrites.static_getitem
import time:        69 |         69 |                   numba.core.rewrites.static_raise
import time:        57 |         57 |                   numba.core.rewrites.static_binop
import time:        65 |         65 |                   numba.core.rewrites.ir_print
import time:       125 |        520 |                 numba.core.rewrites
import time:       496 |      31435 |               numba.core.ir_utils
import time:        57 |         57 |                 numba.core.descriptors
import time:      2299 |       2299 |                     numba._devicearray
import time:      2336 |       4634 |                   numba._dispatcher
import time:        94 |         94 |                     numba.core.tracing
import time:       483 |        483 |                       numba.core.byteflow
import time:        57 |         57 |                       numba.core.unsafe
import time:       164 |        164 |                       numba.core.unsafe.eh
import time:        48 |         48 |                           numba.cpython
import time:        88 |        135 |                         numba.cpython.unsafe
import time:       129 |        264 |                       numba.cpython.unsafe.tuple
import time:       928 |       1895 |                     numba.core.interpreter
import time:       261 |        261 |                     numba.core.bytecode
import time:       163 |        163 |                         numba.core.event
import time:        79 |         79 |                         numba.core.compiler_lock
import time:       356 |        356 |                                     numba.core.typeinfer
import time:       166 |        166 |                                     numba.stencils.stencilparfor
import time:      1484 |       1484 |                                     numba.core.typing.npydecl
import time:       372 |        372 |                                     numba.parfors.array_analysis
import time:      1656 |       4031 |                                   numba.parfors.parfor
import time:        61 |         61 |                                   numba.core.sigutils
import time:       105 |        105 |                                   numba.parfors.parfor_lowering_utils
import time:      1100 |       5296 |                                 numba.parfors.parfor_lowering
import time:        67 |       5362 |                               numba.parfors
import time:         8 |       5370 |                             numba.parfors.parfor
import time:      1285 |       6654 |                           numba.core.typing.builtins
import time:        58 |         58 |                           numba.extending
import time:       728 |       7439 |                         numba.cpython.builtins
import time:       379 |       8058 |                       numba.core.base
import time:       405 |       8462 |                     numba.core.callconv
import time:        87 |         87 |                       numba.core.callwrapper
import time:        53 |         53 |                         numba.core.llvm_bindings
import time:       100 |        100 |                               numba.core.runtime.nrtdynmod
import time:      2466 |       2466 |                               numba.core.runtime._nrt_python
import time:       215 |       2780 |                             numba.core.runtime.nrt
import time:       111 |       2891 |                           numba.core.runtime
import time:       229 |       3119 |                         numba.core.runtime.nrtopt
import time:        70 |         70 |                         numba.misc.inspection
import time:       889 |        889 |                         numba.misc.llvm_pass_timings
import time:       517 |       4645 |                       numba.core.codegen
import time:        66 |         66 |                         numba.core.intrinsics
import time:        91 |        157 |                       numba.core.externals
import time:        73 |         73 |                       numba.core.fastmathpass
import time:       170 |        170 |                       numba.core.options
import time:        56 |         56 |                       numba.core.entrypoints
import time:        98 |         98 |                       numba.np.ufunc_db
import time:       297 |       5580 |                     numba.core.cpu
import time:       252 |        252 |                     numba.core.compiler_machinery
import time:       172 |        172 |                       numba.core.ssa
import time:       429 |        600 |                     numba.core.untyped_passes
import time:        51 |         51 |                       numba.core.annotations
import time:       170 |        170 |                       numba.core.annotations.type_annotations
import time:       593 |        813 |                     numba.core.typed_passes
import time:       281 |        281 |                       numba.core.pylowering
import time:       102 |        383 |                     numba.core.object_mode_passes
import time:       800 |      19135 |                   numba.core.compiler
import time:        86 |         86 |                     numba.misc.appdirs
import time:       562 |        648 |                   numba.core.caching
import time:       906 |      25321 |                 numba.core.dispatcher
import time:       143 |      25520 |               numba.core.registry
import time:       243 |      57247 |             numba.stencils.stencil
import time:       195 |      57442 |           numba.core.decorators
import time:      2284 |       2284 |               numba.np.ufunc._internal
import time:       203 |        203 |                 numba.np.ufunc.wrappers
import time:       135 |        135 |                   numba.core.target_extension
import time:        57 |         57 |                   numba.np.ufunc.sigparse
import time:       334 |        524 |                 numba.np.ufunc.ufuncbuilder
import time:       347 |       1073 |               numba.np.ufunc.parallel
import time:       105 |        105 |                 numba.np.ufunc.ufunc_base
import time:       248 |        353 |               numba.np.ufunc.dufunc
import time:       172 |        172 |               numba.np.ufunc.gufunc
import time:       276 |       4156 |             numba.np.ufunc.decorators
import time:       220 |        220 |             numba.np.ufunc.array_exprs
import time:       134 |       4508 |           numba.np.ufunc
import time:        74 |         74 |               numba.experimental.jitclass.decorators
import time:      2252 |       2252 |                 numba.experimental.jitclass._box
import time:       131 |       2382 |               numba.experimental.jitclass.boxing
import time:      1023 |       1023 |               numba.experimental.jitclass.overloads
import time:       136 |       3613 |             numba.experimental.jitclass
import time:        56 |       3669 |           numba.experimental
import time:       245 |        245 |           numba.core.withcontexts
import time:        55 |         55 |           numba.typed
import time:       824 |     133598 |         numba
import time:       624 |        624 |             varieties.types
import time:        56 |         56 |             varieties.dispatch
import time:       167 |        847 |           varieties
import time:         8 |        854 |         varieties.types
import time:       107 |        107 |             lazy_loader
import time:        86 |         86 |               skimage._shared
import time:        98 |        184 |             skimage._shared.tester
import time:       299 |        589 |           skimage
import time:       359 |        948 |         varieties._marching
import time:      2265 |       2265 |         varieties._kernels
import time:        93 |         93 |         varieties.k3
import time:        84 |         84 |         varieties.enriques
import time:        71 |         71 |         varieties.calabi_yau
import time:        69 |         69 |         varieties.fano
import time:        66 |         66 |         varieties.registry
import time:        56 |         56 |         varieties.tooltips
import time:       578 |     138677 |       surfaces
import time:       393 |     139069 |     parameter_grid
import time:       112 |        112 |       _qt.ui_helpers
import time:       273 |        385 |     _qt.panels.parameter_grid_panel
import time:       280 |     139733 |   _qt.panels.parameters
import time:        60 |         60 |     render
import time:       346 |        405 |   render.worker
import time:       119 |        119 |   _qt.panels.view
import time:      6983 |     633906 | app
